"id","name","abbreviation","type"
13863,"Alliance for International Medical Action","ALIMA","NGOs"
15544,"Alliance Nationale Contre la Faim et la Malnutrition","ACFM","NGOs"
15232,"Alliance of AAS Pakistan","AAASP","NGOs"
15776,"Alliance Pour la Protection de l'Enfant en Centrafrique","APEC","NGOs"
13775,"AllianceBernstein Holding L.P.","AllianceBernstein","Private Orgs. & Foundations"
13618,"Allianz Life Insurance Company of North America ","Allianz Life","Private Orgs. & Foundations"
5903,"Allianz Mission","Allianz Mission","NGOs"
14470,"Allied Recovery International","ARI","NGOs"
8187,"Allocation  of unearmarked funds by UNDG/EXECCOMM Secretariat","Allocation  of unearmarked funds by UNDG/EXECCOMM Secretariat","UN Agencies"
7319,"Allocation of unearmarked funds","Allocation of unearmarked funds","UN Agencies"
7255,"Allocation of unearmarked funds by DPKO","Allocation of unearmarked funds by DPKO","UN Agencies"
6902,"Allocation of unearmarked funds by FAO","Allocation of unearmarked funds by FAO","UN Agencies"
7207,"Allocation of unearmarked funds by ILO","Allocation of unearmarked funds by ILO","UN Agencies"
7493,"Allocation of unearmarked funds by IOM","Allocation of unearmarked funds by IOM","UN Agencies"
6903,"Allocation of unearmarked funds by OCHA","Allocation of unearmarked funds by OCHA","UN Agencies"
8064,"Allocation of unearmarked funds by OHCHR","Allocation of unearmarked funds by OHCHR","UN Agencies"
13919,"Allocation of unearmarked funds by UN Office at Nairobi","Allocation of unearmarked funds by UN Office at Nairobi","UN Agencies"
7816,"Allocation of unearmarked funds by UNAIDS","Allocation of unearmarked funds by UNAIDS","UN Agencies"
6904,"Allocation of unearmarked funds by UNDP","Allocation of unearmarked funds by UNDP","UN Agencies"
16302,"Allocation of unearmarked funds by UNDSS","Allocation of unearmarked funds by UNDSS","UN Agencies"
7151,"Allocation of unearmarked funds by UNEP","Allocation of unearmarked funds by UNEP","UN Agencies"
13848,"Allocation of unearmarked funds by UNESCAP","Allocation of unearmarked funds by UNESCAP","UN Agencies"
7568,"Allocation of unearmarked funds by UNESCO","Allocation of unearmarked funds by UNESCO","UN Agencies"
6905,"Allocation of unearmarked funds by UNFPA","Allocation of unearmarked funds by UNFPA","UN Agencies"
7206,"Allocation of unearmarked funds by UN-HABITAT","Allocation of unearmarked funds by UN-HABITAT","UN Agencies"
6894,"Allocation of unearmarked funds by UNHCR","Allocation of unearmarked funds by UNHCR","UN Agencies"
6900,"Allocation of unearmarked funds by UNICEF","Allocation of unearmarked funds by UNICEF","UN Agencies"
13849,"Allocation of unearmarked funds by UNIFIL","Allocation of unearmarked funds by UNIFIL","UN Agencies"
13720,"Allocation of unearmarked funds by UNITAR","Allocation of unearmarked funds by UNITAR","UN Agencies"
7477,"Allocation of unearmarked funds by UNMAS","Allocation of unearmarked funds by UNMAS","UN Agencies"
15526,"Allocation of unearmarked funds by UNOPS","Allocation of unearmarked funds by UNOPS","UN Agencies"
7349,"Allocation of unearmarked funds by UNV","Allocation of unearmarked funds by UNV","UN Agencies"
6906,"Allocation of unearmarked funds by WFP","Allocation of unearmarked funds by WFP","UN Agencies"
6901,"Allocation of unearmarked funds by WHO","Allocation of unearmarked funds by WHO","UN Agencies"
14088,"Allocation of unearmarked funds by WMO","Allocation of unearmarked funds by WMO","UN Agencies"
8008,"Allod Charitable Society","ACS","NGOs"
13329,"Allstate Foundation","Allstate Foundation","Private Orgs. & Foundations"
13082,"Almanal Charity Organization for Peace, Development and Rehabilitation","Almanal","NGOs"
8433,"Almanar Voluntary Organization","AMVO","NGOs"
12948,"Al-Maqdes for Society Development","Al-Maqdese (MSD)","NGOs"
16896,"Almasheesh Organization for Development and Creative Art","AODCA","NGOs"
16157,"Al-Masoom International Foundation (Trust)","AMIT-UK","NGOs"
14459,"Almassar Charity Organization for Nomads","Almassar","NGOs"
8811,"Almawassi agricultural cooperative association","Almawassi","NGOs"
15320,"Al-Mehran Research & Development Foundation","AMRDF","Private Orgs. & Foundations"
14181,"Al-Mehran Rural Development Organization","AMRDO","NGOs"
14336,"Al-Mumtaz Cooperative Society","ACS","NGOs"
12979,"Al-Mustafa Development Network","ADN","NGOs"
14266,"AL-Nijat Welfare Society","AWS","NGOs"
14334,"AL-Noor Development Social Welfare Association","ANDSWA","NGOs"
8221,"Alnour Wal Amal Association","AWAA","NGOs"
5976,"ALO","ALO","NGOs"
16227,"Al-Ofiq Organization for Development and Emergency","AODE","NGOs"
16653,"Alofuq for Development","Alofuq","NGOs"
8301,"Alola Foundation","Alola Foundation","Private Orgs. & Foundations"
14075,"Alpha Ujuvi","Alpha Ujuvi","NGOs"
16039,"Alpistan","Alpistan","NGOs"
14501,"Al-Sabeel Foundation for Social Development","Al-Sabeel FSD","Private Orgs. & Foundations"
14972,"Alsalam Organization for Rehabilitation and Development","AORD","NGOs"
15679,"Alshroog Organization for Social and Culture Development","AOSCD","NGOs"
15687,"Alshrooq Organisation for Social and Cultural Devt","AOSCD","NGOs"
16332,"Alshua Organization for Development","ASOD","NGOs"
16906,"AlTamayouz for Orphan Sponsorship / Social Care Association","TOS","NGOs"
13534,"Altec Inc.","Altec Inc.","Private Orgs. & Foundations"
5553,"Alternative","Alternative","NGOs"
5651,"Alternative/SCF-UK","Alternative/SCF-UK","NGOs"
13330,"Altria Group","Altria Group","Private Orgs. & Foundations"
8330,"Al-Yousser Organization for Assistance & Rehabilitation Assistance & Rehabilitation Assistance & Rehabilitation","AYOARW","Private Orgs. & Foundations"
15581,"Aman Organization","Aman","NGOs"
8153,"AMAR Foundation","AMAR Foundation","Private Orgs. & Foundations"
8828,"Ambatana Educational Trust","AET","NGOs"
14472,"AMCEM","AMCEM","NGOs"
5552,"AMDA INTERNATIONAL","AMDA","NGOs"
13244,"America Continental 2000","AMECON 2000","NGOs"
13255,"American Airlines","American Airlines","Private Orgs. & Foundations"
6990,"American Bar Association","American Bar Association","Private Orgs. & Foundations"
7214,"American Center for International Labor","ACIL","NGOs"
12723,"American Charities for Palestine","ACP","Private Orgs. & Foundations"
8117,"American Council for Voluntary International Action","ACVIA","NGOs"
13830,"American Egg Board","AEB","Private Orgs. & Foundations"
8623,"American Express Company","American Express Company","Private Orgs. & Foundations"
15451,"American Friends of UNRWA","American Friends of UNRWA","Private Orgs. & Foundations"
5592,"American Friends Service Committee","AFSC","NGOs"
12928,"American Institute  in Taiwan","AIT","NGOs"
13819,"American Institutes for Research","American Institutes for Research","Private Orgs. & Foundations"
7344,"American Jewish Joint Distribution Committee","JDC","NGOs"
7346,"American Jewish World Service","AJWS","NGOs"
16249,"American Lebanese Language Center","ALLC","NGOs"
7534,"American Near East Refugee Aid","ANERA","NGOs"
5454,"American Red Cross","American RC","Red Cross / Red Crescent"
5586,"American Refugee Committee","ARC","NGOs"
8224,"American Relief Committee","ARC","NGOs"
5889,"American Rescue Committee","ARC","NGOs"
6469,"Americares","Americares","NGOs"
5965,"America's Development Foundation ","America's Development Foundation ","Private Orgs. & Foundations"
13887,"Ameriprise Financial, Inc.","Ameriprise Financial","Private Orgs. & Foundations"
16328,"Ametag Charity","ACODP","NGOs"
13291,"Amgen","Amgen","Private Orgs. & Foundations"
7579,"AMICA e.V","AMICA e.V","NGOs"
5183,"Amica hilft in Bosnien e.V.","AHB","NGOs"
8800,"Amici del Mondo - World Friends (WF)","WF","NGOs"
16121,"Amici del Mondo (ADM)","ADM","NGOs"
8516,"Amis des Personnes en Détresse","APEDE","NGOs"
14514,"Amis Progressistes du Sud","APROS/S","NGOs"
8480,"Amitie sans Frontieres","Amitie sans Frontieres","NGOs"
12699,"AMMAN CENTER HUMAN RIGHTS STUDIES","ACHRS","Private Orgs. & Foundations"
13880,"Amnesty International Norge","Amnesty International Norge","NGOs"
15769,"Amoud Foundation","AF","NGOs"
6701,"AMURT (Ananda Marga Universal Relief Team) (Switzerland)","AMURT (Switzerland)","NGOs"
7981,"AMURT International","AMURT International","NGOs"
7455,"AMURT/Ananda Marga Universal Relief Team (USA)","AMURT (USA)","NGOs"
14493,"AMURTEL","AMURTEL","NGOs"
13331,"Amway","Amway","Private Orgs. & Foundations"
14747,"ANA Airlines","ANA Airlines","Private Orgs. & Foundations"
12965,"Anatolian Development Foundation","ADF","Private Orgs. & Foundations"
5299,"ANCB","ANCB","NGOs"
5697,"Andean Development Corporation","CAF","Inter-governmental orgs."
6033,"Andorra","Andorra","Government"
6287,"Andorran Red Cross","Andorran RC","Red Cross / Red Crescent"
13316,"Angel Network","Angel Network","Private Orgs. & Foundations"
15975,"Anglican Church of Canada","ACoC","Private Orgs. & Foundations"
6832,"Anglican Church of the Province of Central Africa","ACPCA","NGOs"
13854,"ANGLO AMERICAN PLC","ANGLO AMERICAN PLC","Private Orgs. & Foundations"
5094,"Angola","Angola","Government"
6926,"Angola Red Cross","Angola RC","Red Cross / Red Crescent"
15833,"Anhar for Peace, Development and Humanitarian Work Organization","APDHWO","NGOs"
13668,"Anheuser-Busch Companies, Inc.","Anheuser-Busch","Private Orgs. & Foundations"
8764,"Anjuman Behbood-e-Khawateen","ABKT","NGOs"
14247,"Anjuman Fallah-O-Behbood","AFB","NGOs"
16771,"Ankara Chamber of Commerce","Ankara Chamber of Commerce","Government"
6181,"Anna Lininger","Anna Lininger","Private Orgs. & Foundations"
13667,"Annie E. Casey Foundation","AECF","Private Orgs. & Foundations"
6589,"ANPPCAN Zimbabwe Chapter","ANPPCAN Zimbabwe Chapter","NGOs"
12942,"Ansari Rehabilitation Association for Afghanistan","ARAA","NGOs"
14954,"Antares Foundation","AF","Private Orgs. & Foundations"
7647,"Antenna Technologies Grands Lacs (ATGL)","ATGL","NGOs"
7757,"Antigua and Barbuda","Antigua and Barbuda","Government"
13957,"Antigua and Barbuda Red Cross Society","Antigua and Barbuda RC","Red Cross / Red Crescent"
13476,"AP Moller Maersk Group","AP Moller Maersk Group","Private Orgs. & Foundations"
5999,"APAMR","APAMR","NGOs"
8685,"APEC (Association pour la protection de l'enfance  au Congo)","APEC","NGOs"
8795,"APEDE","APEDE","NGOs"
6254,"APHEDA","APHEDA","NGOs"
14679,"APOPO vzw (Anti-Persoonsmijnen Ontmijnende Product Onttwikkeling)","APOPO","NGOs"
14448,"Apostolic Christian World Relief","ACWR","Private Orgs. & Foundations"
14748,"Applied Materials, Inc.","Applied Materials, Inc.","Private Orgs. & Foundations"
7601,"Applied Research Institute Jerusalem","ARIJ","NGOs"
8691,"APPRONA","APPRONA","NGOs"
14928,"Appui à la réinsertion des enfants en situation difficile","ARESDI","NGOs"
7648,"Appui à la Santé, aux Messageries, au Développement et au traitement des Informations (ASMEDI)","ASMEDI","NGOs"
16117,"Appui au Développement Intégré des Communautés Rurales","ADICOR","NGOs"
14071,"Appui aux Femmes Démunies et Enfants Marginalisés","AFEDEM","NGOs"
14073,"Appui aux Initiatives de Bien Etre Familial","AIBEF","NGOs"
15468,"Appui Moral Matériel et Intellectuel à l'Enfant","AMMIE","NGOs"
13127,"Aquaculture Zimbabwe Trust","AZT","NGOs"
5703,"AQUADEV","AQUADEV","NGOs"
8202,"Arab Agronomist Association","AAA","NGOs"
7445,"Arab Association for Human Rights","Arab Association for Human Rights","NGOs"
8311,"Arab Authority for Agricultural Investment and Development ","AAAID","Private Orgs. & Foundations"
13231,"Arab Bridge Centre","ABC","NGOs"
8009,"Arab Center for Agricultural Development","ACAD","NGOs"
15070,"Arab Fund for Human Rights","AFHR","NGOs"
5379,"Arab Gulf Programme for United Nations Development Organizations","AGFUND","Inter-governmental orgs."
6633,"Arab League","Arab League","Inter-governmental orgs."
14006,"Arab Medical Association","AMA","Private Orgs. & Foundations"
14502,"Arab Medical Equipment and Services Organization","MESO","Private Orgs. & Foundations"
15629,"Arab Medical Union","AMU","NGOs"
16022,"Arab Network for Tolerance","Arab Network for Tolerance","Private Orgs. & Foundations"
14636,"Arab Physicians Federation","APF","NGOs"
16202,"Arab Red Crescent and Red Cross Organization","Arab RC/RC","Red Cross / Red Crescent"
16257,"Arab Reporters for Investigative Journalism","ARIJ","NGOs"
16277,"Arab Women Association","AWA","NGOs"
13151,"Aragti Relief and Development Organization","ARDO","NGOs"
13686,"Aramark","Aramark","Private Orgs. & Foundations"
12760,"Aramex International","Aramex","Private Orgs. & Foundations"
5061,"Arbeiter-Samariter-Bund Deutschland e.V","ASB","NGOs"
5178,"Arbeiterwohlfahrt Bayern","AWO Bayern","NGOs"
7866,"ARC EN CIEL","ARC EN CIEL","NGOs"
13482,"ArcelorMittal Foundation","ArcelorMittal Foundation","Private Orgs. & Foundations"
8968,"Archdiocese of Kisumu","ADoK","Private Orgs. & Foundations"
8696,"Arche de l'Alliance","Arche de l'Alliance","Private Orgs. & Foundations"
6775,"Arche Nova E.V. - Initiative for People in Need","AN","NGOs"
14697,"Archer Daniels Midland Company","Archer Daniels Midland Company","Private Orgs. & Foundations"
7592,"Architectes de l'urgence","Architectes de l'urgence","NGOs"
15964,"Architecture et Développement","A&D","NGOs"
13929,"Architecture for Humanity","Architecture for Humanity","Private Orgs. & Foundations"
13812,"Arcos Dorados B.V.","Arcos Dorados","Private Orgs. & Foundations"
13003,"Ard El Atfal","AEA","NGOs"
8834,"Ard El Insan","AEI","NGOs"
8137,"Area Staff Union, HQ/Amman","Area Staff Union, HQ/Amman","Private Orgs. & Foundations"
8245,"ARESA","ARESA","NGOs"
5392,"Argentina","Argentina","Government"
7444,"Argentine Red Cross","Argentina RC","Red Cross / Red Crescent"
13465,"Argos Cement Company","ACC","Private Orgs. & Foundations"
15814,"Arid Region Integrated Development Agency","ARIDA","NGOs"
12766,"ARIGATOU FOUNDATION, JAPAN","AF","Private Orgs. & Foundations"
7555,"Arise Zimbabwe","Arise Zimbabwe","NGOs"
13030,"Arkangelo Ali Association","AAA","NGOs"
16228,"Armadilla S.c.s. Onlus","Armadilla","NGOs"
8683,"Armée du salut","Armée du salut","NGOs"
15551,"Armée du Salut Kalemie","Armée du Salut Kalemie","NGOs"
5393,"Armenia","Armenia","Government"
7847,"Armenian Red Cross Society","Armenia RC","Red Cross / Red Crescent"
7848,"Armenian Relief Society","ARS","Private Orgs. & Foundations"
13691,"Armstrong","Armstrong","Private Orgs. & Foundations"
12885,"Arno Kobamaron CBO","Arno Kobamaron CBO","Private Orgs. & Foundations"
8198,"Arte Moris Free Art School, Dili, Timor Leste","AMFAR","Private Orgs. & Foundations"
12745,"ARTICLE 19","ARTICLE 19","Private Orgs. & Foundations"
16162,"Article 36","Article 36","NGOs"
8554,"Arts for Peace	","Arts for Peace	","Private Orgs. & Foundations"
14846,"Ärzte ohne Grenzen e.V.","Ärzte ohne Grenzen e.V.","NGOs"
8667,"Asal Rural Development Organization","ASALNGO","NGOs"
6849,"Asamblea De Cooperacion Por La Paz","ACPP","NGOs"
7934,"ASASE","ASASE","NGOs"
12672,"ASCHIANA","ASCHIANA","NGOs"
8164,"ASEP","ASEP","NGOs"
12654,"Asia Development Programme Organization","ADPO","NGOs"
15499,"Asia Humanitarian Organization","AHO","NGOs"
8486,"ASIA Onlus","ASIA Onlus","NGOs"
8201,"Asia Pacific Journalism Centre","APJC","Private Orgs. & Foundations"
7879,"Asia Pacific Permanent Representatives' Spouses Group","APPRSG","Private Orgs. & Foundations"
5659,"Asian Development Bank","ADB","Inter-governmental orgs."
15117,"Asian Development Organization","ADO","NGOs"
7004,"Asian Disaster Preparedness Centre","ADPC","NGOs"
6940,"Asian Disaster Reduction Center","ADRC","Inter-governmental orgs."
14841,"Asian Network for Free Election","ANFREL","NGOs"
7436,"Asmae Soeur Emmanuelle","Asmae Soeur Emmanuelle","NGOs"
14673,"Asociacion de Trabajadores y Tecnicos Sin Fronteras","ATTSF","Private Orgs. & Foundations"
8129,"Asociación de Trabajadores y Técnicos Sin Fronteras","Asociación de Trabajadores y Técnicos Sin Fronteras","NGOs"
15652,"Asociacion Europea de Cooperacion con Palestina","ASECOP","NGOs"
15984,"Asociación para el Desarrollo de los Pueblos","ADP","NGOs"
7927,"asociacion para la cooperacion con el sur","ACSUR","NGOs"
16774,"Asociación Salvadoreña de Ayuda Humanitaria","ASAH","Private Orgs. & Foundations"
8053,"Assembly Of Social Mobilisation","ASM","Private Orgs. & Foundations"
16184,"Assessment Capacities Project","ACAPS","NGOs"
16649,"ASSIST","ASSIST","NGOs"
16470,"Assistance Education","AED","NGOs"
14969,"Assistance for Health, Education and Development","AHEAD","NGOs"
8253,"Assistance Mission Africa","AMA","NGOs"
5131,"Assistência Médica Internacional (AMI)","AMI","NGOs"
6538,"Assisting Marsh Arabs and Refugees","AMAR","NGOs"
6717,"Associacao Crista de Jovens ","ACJ","NGOs"
6721,"Associacao para o Desenvolvimento e Apoio ao Campo","ADAC","NGOs"
14654,"Associação Saúde em Português","Saúde em Português","NGOs"
15511,"Associate in Community Development","AICD","NGOs"
13907,"Associated Banc-Corp","ASBC","Private Orgs. & Foundations"
12720,"Associates for International Resources and Development ","AIRD","NGOs"
13820,"Associates in Rural Development","Associates in Rural Development","Private Orgs. & Foundations"
14440,"Association Agropastorale de NDA","NDA","NGOs"
16714,"Association Arbre de Vie","AV","NGOs"
16724,"Association Assistance Education - Enfants Indigents","A-AEEI","NGOs"
14832,"Association Bureau Consult International","BCI","NGOs"
8337,"Association Burkinabè d’Action Communautaire ","ABAC","NGOs"
15851,"Association Burkinabé pour la Survie de l'Enfance","ABSE","NGOs"
16610,"Association Centrafricaine de Lutte contre les Drogues","ACLD","NGOs"
16711,"Association Centrafricaine pour la Protection de l'Environnement","ACAPE","NGOs"
